run_id,condition,profile_id,class_level,term,learning_style,returned_rank,returned_topic,slug_match_type,slug_matched_value,slug_similarity,curr_match_type,curr_matched_value,curr_similarity,is_hallucinated
P8_ss3_auditory__r1__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,8,polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r1__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,1,sequence_and_series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r1__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,2,statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r1__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,3,differentiation,none,fractions,0.583,none,Calculus Revision and Applications,0.367,True
P8_ss3_auditory__r1__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,4,integration,none,linear_equations,0.667,none,Calculus Revision and Applications,0.311,True
P8_ss3_auditory__r1__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,5,surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r1__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,6,logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r1__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,7,polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r1__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,1,Sequence And Series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r1__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,2,Statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r1__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,3,Probability,exact,probability,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.19,False
P8_ss3_auditory__r1__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,4,Surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r1__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,5,Logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r1__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,6,Polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,1,sequence_and_series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,2,statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,3,probability,exact,probability,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.19,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,4,commercial_arithmetic,exact,commercial_arithmetic,1.0,none,Calculus Revision and Applications,0.291,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,5,matrices,exact,matrices,1.0,none,Calculus Revision and Applications,0.19,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,6,trigonometry,exact,trigonometry,1.0,none,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.267,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,7,logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,8,surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r2__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,9,polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r2__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,1,sequence_and_series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r2__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,2,statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r2__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,3,trigonometry,exact,trigonometry,1.0,none,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.267,False
P8_ss3_auditory__r2__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,4,surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r2__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,5,logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r2__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,6,polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r2__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,1,Sequence And Series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r2__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,2,Statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r2__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,3,Trigonometry,exact,trigonometry,1.0,none,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.267,False
P8_ss3_auditory__r2__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,4,Surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r2__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,5,Logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r2__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,6,Polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,1,sequence_and_series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,2,statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,3,probability,exact,probability,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.19,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,4,sets,exact,sets,1.0,none,Calculus Revision and Applications,0.211,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,5,logic,exact,logic,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,6,surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,7,logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r3__grounded,grounded,P8_ss3_auditory,SS3,Second,auditory,8,polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r3__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,1,sequence_and_series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r3__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,2,statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r3__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,3,trigonometry,exact,trigonometry,1.0,none,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.267,False
P8_ss3_auditory__r3__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,4,surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r3__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,5,logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r3__ungrounded,ungrounded,P8_ss3_auditory,SS3,Second,auditory,6,polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
P8_ss3_auditory__r3__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,1,Sequence And Series,exact,sequence_and_series,1.0,none,Calculus Revision and Applications,0.34,False
P8_ss3_auditory__r3__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,2,Statistics,exact,statistics,1.0,borderline,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.9,False
P8_ss3_auditory__r3__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,3,Trigonometry,exact,trigonometry,1.0,none,"WAEC/JAMB Comprehensive Revision: Geometry, Trig and Statistics",0.267,False
P8_ss3_auditory__r3__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,4,Surds,exact,surds,1.0,none,Calculus Revision and Applications,0.205,False
P8_ss3_auditory__r3__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,5,Logarithms,exact,logarithms,1.0,none,Calculus Revision and Applications,0.273,False
P8_ss3_auditory__r3__ungrounded_readable,ungrounded_readable,P8_ss3_auditory,SS3,Second,auditory,6,Polynomials,exact,polynomials,1.0,none,WAEC/JAMB Comprehensive Revision: Number and Algebra,0.159,False
